materialnummer;bezeichnung
3472;Diamantpaste DP20 3 my 5g-Spritzen
3485;Packpapier braun NKP-900/1260-90 GEF
3486;ALT!!!Plastiksackerl 250x150x0,05mm
3487;Plastiktäschchen Grösse II/45x40mm
3488;ALT!!!Postversandkarton
3489;Spitzfahnen  10 EUR NP
3490;ALT!!!Stahlband 10 x 0,35 mm
3491;Überkarton 10+20+25 €  (für 100 Etuis)
3492;ALT!!!Versandtaschen 10 x 20 cm
3497;Spagat 2/1,5 T  500g
3499;Multibänder K6023 braun
3501;Arbeitshandschuhe Maverik Supertop
3502;Ausgußrinne f.Schmelztiegel
3503;Baumwollhandschuhe NEO LAB, 1-7205, Gr.7
3504;Bechergläser 50 ml
3505;ALT!!!Beilagscheiben
3506;Deckelfässer unlackiert 200 l
3507;ALT!!!Fächerschleif.Korn320 40° x 15/6mm
3508;Glaskugeln D3mm, glasklar
3509;Glaskugeln D6 mm, glasklar
3510;Grafit Kokillen 1-Band 144X20
3511;Hartkapellen Nr.2
3512;ALT!!!Hartkapellen Nr.5
3513;Etikett C423/S3967, 47x82mm
3514;ALT!!!PE-Flaschen 1000 ml
3515;ALT!!!Perlonhandschuhe weiß
3517;ALT!!!PVC Schlauch
3518;ALT!!!Schleifbänder 3 M Typ Va-X-Gewebe
3519;ALT!!!Schleifkörper CBN Form 6A1
3520;Schleifpapier
3521;ALT!!!Schleifstifte Universal 4x8 - 3x30
3522;Schmelztiegel 8 l (7,8l)
3523;ALT!!!Schmirgelleinen K 180
3524;ALT!!!Zylinderschr.m.ISKT M12x50
3525;Stahlkugeln Nirosta 2mm DM
3526;Tauchmasse TP 20, f.145 - 165°C
3527;Tauchmeßköpfe
3530;Warmhaltetiegel 15 l/Stranggußtiegel NEU
3531;ALT!!!Webril-Cotton-Wipes
3532;ALT!!!Wendeschneidpl.SCMT 120408R331
3538;Ronde 1 Unze Au Bullion roh
3540;1 Unze Bullion geprägt
3541;"1/2 Unze Au ""Wiener Philharmoniker"""
3542;Ronde 1/2 Unze Au Bullion roh
3544;1/2 Unze Bullion geprägt
3545;"1/4 Unze Au ""Wiener Philharmoniker"""
3546;Ronde 1/4 Unze Au Bullion roh
3548;1/4 Unze Bullion geprägt
3562;ALT!!!Silberpl.weiß 625 ZUKAUF!
3565;Streifen Gold  585/255  Zukauf
3566;Streifen Gold       585/280  ALT
3567;ALT!!!Zain Ag625 ZUKAUF !
3570;ALT!!!Zain Ag900 ZUKAUF Medaillen
3571;ALT!!!Zain Ag925 ZUKAUF!
3574;Rücklauf Au984,7 Legierfehler
3575;ALT!!!Rücklauf Ag Legierfehler
3576;Rücklauf Au585/Ag327
3577;Rücklauf Au585/Ag280
3578;Rücklauf Au585/Ag255
3579;Rücklauf Ag625,0
3580;Rücklauf Au750/Ag200
3581;Rücklauf Ag833,3
3582;Rücklauf Ag835,0
3583;Rücklauf Au900,0
3584;Rücklauf Ag900,0
3585;ALT!!!Versuchsmaterial Ag900 100 S
3586;Rücklauf Ag925,0
3587;ALT!!!Versuchsmaterial Ag925
3588;Rücklauf Au986,1
3589;Versuchsmaterial Au986 500 S
3590;Rücklauf Ag999,0
3591;Rücklauf Ag999,9
3592;Rücklauf Au999,9
3593;ALT!!!Münzmaterial Ag 623,0
3594;ALT!!!Münzmaterial Ag 625,0
3595;ALT!!!Münzmaterial Ag 640,0
3596;ALT!!!Münzmaterial Ag 800,0
3597;ALT!!!Münzmaterial Ag833,0
3598;ALT!!!Münzmaterial Ag 835,0
3599;ALT!!!Münzmaterial Ag 899,0
3600;ALT!!!Münzmaterial Ag900,0
3601;ALT!!!Münzmaterial Ag925,0
3602;Gold 995,0
3603;Gold 995,1
3604;Gold 995,2
3605;Gold 995,3
3606;Gold 995,4
3607;Gold 995,5
3608;Gold 995,6
3609;Gold 995,7
3610;Gold 995,8
3611;Gold 995,9
3612;Gold 996,0
3613;Gold 996,1
3614;Gold 996,2
3615;Gold 996,3
3616;Gold 996,4
3617;Gold 996,5
3618;Gold 996,6
3619;Gold 996,7
3620;Gold 996,8
3621;Gold 996,9
3622;Gold 997,0
3623;Gold 997,1
3624;Gold 997,2
3625;Gold 997,3
3626;Gold 997,4
3627;Gold 997,5
3628;Gold 997,6
3629;Gold 997,7
3630;Gold 997,8
3631;Gold 997,9
3632;Gold 998,0
3633;Gold 998,1
3634;Gold 998,2
3635;Gold 998,3
3636;Gold 998,4
3637;Gold 998,5
3638;Gold 998,6
3639;Gold 998,7
3640;Gold 998,8
3641;Gold 998,9
3642;Gold 999,0
3643;Gold 999,1
3644;Gold 999,2
3645;Gold 999,3
3646;Gold 999,4
3647;Gold 999,5
3648;Gold 999,6
3649;Gold 999,7
3650;Gold 999,8
3651;Barrengold 999,9  - 1.000g
3652;Granalien Ag999,0
3653;ALT!!!Ag999,1
3654;ALT!!!Ag999,2
3655;ALT!!!Ag999,3
3656;ALT!!!Ag999,4
3657;ALT!!!Silber 999,5
3658;ALT!!!Silber 999,6
3659;ALT!!!Silber 999,7
3660;ALT!!!Silber 999,8
3661;Gold  999,9 LBMA Barren
3662;Münzmaterial Au 986
3663;Münzmaterial Au 900
3664;Göldisch Au/Ag
3668;Scheidm. Gold 999,9
3669;ALT!!!Scheidmaterial AG
3670;Gekrätz AU
3671;ALT!!!Gekrätz AG
3673;ALT!!!Rücklauf Gold 999,9
3674;Rücklauf Au916,6
3675;Rücklauf Au750/Ag150
3681;Rücklauf Ag500
3689;Ronde 20 € AG900 PP EIGEN ROH
3693;Umlaufunfähig 25S Ag800
3694;Umlaufunfähig 50S Ag640
3695;Umlaufunfähig 50S Ag900
3696;Umlaufunfähig 100S Ag640
3697;Umlaufunfähig 500S Ag640
3698;Umlaufunfähig 500S Ag925
3714;"1/10 Unze Au ""Wiener Philharmoniker"""
3715;Ronde 1/10 Unze Au Bullion roh
3717;1/10 Unze Bullion geprägt
3718;Galvano Bad AU
3720;ALT!!!Galvano Bad AG
3727;ALT!!!Etui f.500 S Au Proof .22
3728;ALT!!!Schuber Philharmoniker 500 S Au PP
3731;Doserl D22 mm - UT                     A
3732;Doserl D22 mm - OT                     A
3735;Doserl D30 mm - UT                     A
3736;Doserl D30 mm - OT                     A
3741;ALT!!!Etui für 4 Stk. 500 S Ag -PVC blau
3742;Rücklauf Au916,7 (IOC)
3743;ALT!!!Ronde Au986,1 Johns.Matthey Must.
3746;Ronde Ag925 D39,95 33,63g ROH
3763;ALT!!!3er-Etui f.Philharmonikerserie PP
3770;Altsilber BMF Ag640  100 S
3772;Altsilber BMF Ag640  500S I
3775;Altsilber BMF  Ag925  500S II
3781;Altsilber BMF  Ag900  50S I
3783;Altsilber BMF  Ag640  50S II
3812;Ronde Ag900 NP ROH 200 Tsch.KR
3841;Altsilber OeNB 500S III Ag925
3844;Zessalien 800J.Münze Au/Ag verprägt
3851;Altsilber BMF  Ag800  25S
3853;Rücklauf Ag700 (Altsilber CS)
3859;ALT!!Versuchsro .39 Ag925 34g (Norwegen)
3910;Zessalien EU-Münze 500S Au/Ag
3959;Ronde Au986,1 D21,95 7,0g ROH
3990;500 S Städte NP geprägt
3991;500 S Städte HGH
3994;500 S Städte PP
4007;Ronde Au999,9 D21,65 7,777g NP
4013;Fassung für 1g Barren Au750/160
4014;Fassung für 5g Barren Au750/160
4015;Fassung für 10g Barren Au750/160
4020;ALT!!!M.Ronde beigestellt Au999,9 D20
4021;ALT!!!Broschierung Ag925
4022;ALT!!!Gelbgoldstreifen Au585/Ag255
4039;Zobl/Welttaler Nr.5 Wnr:574  Ag900 D52
4041;Diamantetui D40 Einlage blau
4046;Doserl D40,3 /Fa.Leser               B
4054;Umlaufunf. 1000S Au/Ag (800J.Münze) SGK
4056;Mozart-Medaille AG900 pat. D60
4057;Mozart-Medaille Gold AG900 verg. D60
4067;Scheidm. Gold 0,1-9,9
4068;Scheidm. Gold 10,0-99,9
4069;Scheidm. Gold 100,0-499,9
4070;Scheidm. Gold 500,0-649,9
4071;Scheidm. Gold 650,0-799,9
4072;Scheidm. Gold 800,0-949,9
4073;Scheidm. Gold 950,0-979,9
4074;Scheidm. Gold 980,0-989,9
4075;Scheidm. Gold 990,0-994,9
4076;Scheidm. Gold 995,0-999,9
4077;Scheidemat. Silber 0,1-99,9
4078;Scheidemat. Silber 100,0-499,9
4079;Scheidemat. Silber 500,0-749,9
4080;Scheidemat. Silber 750,0-849,9
4081;Scheidm. Silber 850,0-914,9
4082;Scheidm. Silber 915,0-949,9
4083;Scheidemat. Silber 950,0-999,9
4089;Prägest. 1 Unze Au RV
4090;Prägering    1 Oz      gek DI=36,78 GOZI
4092;ALT!!!Plättchen f.1 u 1/2 Unze D=37 blau
4095;Umreifungsband PP S-12/12x0,55/200/3000m
4096;Zollschnur, 6/8 Li/Extra
4097;Plombe (Blei)
4102;Ronde 1/2 Unze Au Bullion prägefertig
4104;Prägest. 1/2 Unze Au RV
4105;Prägering  1/2 Oz      gek DI=27,82 GOZI
4114;Prägest. 1/4 Unze Au RV
4115;Prägering  1/4 Oz      gek DI=21,84 GOZI
4117;Ronde 1/10 Unze Au Bullion prägefertig
4119;Prägest. 1/10 Unze Au RV
4120;Prägering 1/10 Oz      gek DI=15,88 GOZI
4121;Karton 1/4+1/10+1/25 Unze (für 1.000 St)
4122;Kunststoffeinl.f.Karton f.1/10Unze
4123;Ronde 4 fach Dukaten just STÜCK
4124;Prägest. 4# Dukaten AV
4125;Prägest. 4# Dukaten RV
4126;Prägering    4 # Dukat gek DI=39,26 GOZI
4127;Kiste für HGM (Kr+fl) Sperrholz 12mm
4128;3M-Silikonpapier DIN A4
4129;Siegelband blau SCOTCH 820
4130;Münzwickelpapier, eins.abf. 210x150mm
4131;Ronde 1 fach Dukaten just STÜCK
4132;Prägest. 1# Dukaten AV
4133;Prägest. 1# Dukaten RV
4134;Prägering    1 # Dukat gek DI=19,79 GOZI
4144;ALT!!!Zertifikat 500 S Städte
4151;ALT!!!Stahl C 35 K 30 x 30 mm BLANK
4152;Stahl C 35 K, 30 X 200 MM schwarz
4155;Holzkohle (Schmelze)
4158;Prägering  20 € PP gek DI=33,75 PS/S
4159;ALT!!!Zertifikat 100 S PP Leopold III
4160;Stahl C 45 K, 20 x 100 mm blank
4161;Stahl C 45 K, 25 x 100 mm blank
4162;Stahl C 45 K, 30 x 100 mm schwarz
4163;Stahl C 45 K, 25 x 120 mm blank
4164;ALT!!!Stahl C 45 K 20 x 150 mm
4165;Stahl C 45 K, 25 x 150 mm blank
4166;Stahl C 45 K, 30 x 150 mm blank
4167;ALT!!!Stahl C 45 K, 30 x 160 mm blank
4168;Stahl C 45 K, 25 x 180 mm blank
4169;ALT!!!Stahl C 45 K, 40 x 200 mm blank
4170;Lagerbronze Durchmesser 203 mm
4171;ALT!!BiresinG33Harz,inkl.Härt(5kg/0,6kg)
4172;ALT!!!Biresin L80 R - Härter
4173;Stahl C 45 K, 30 x 80 mm schwarz
4174;ALT!!BiresinLM Harz,inkl.Härter(20/10kg)
4175;ALT!!!Stahl E 410, Dm 75,0 mm schwarz
4176;ALT!!!Stahl E 410, Dm 80,0 mm schwarz
4177;Elastosil M4642A,inkl.Härter (5kg/0,5kg)
4178;ALT!!!Stahl E 410, Dm 95,0 mm schwarz
4179;ALT!!!Elastosil M4642B - Härter
4180;ALT!!!Stahl E 410, Dm 120,0 mm schwarz
4181;ALT!!!Rhodorsil RTV 573 PC (5 kg)
4182;ALT!!!Stahl E 410, Dm 130,0 mm schwarz
4183;SchleifrollenKorn1000,SIA Serie1727
4184;ALT!!!Schleifpapier 1 C
4185;Schleifrollen Korn600,SIA Serie1913
4186;ALT!!!Stahl K 100, 25 x 125 ground flats
4187;ALT!!!Schleifpapier 800
4188;ALT!!!Stahl K 100, 25 x 150ground flats
4189;ALT!!!Silikonkautschuk El. M4642 A
4190;ALT!!!Stahl K 100, 8 x 150 ground flats
4191;ALT!!!Silikonöl S100
4192;ALT!!!Stahl K 100, 35 x 160 ground flats
4193;ALT!!!Trennmittel Alpa SEP Super
4194;Stahl K 100, 8 x 160 ground flats
4195;ALT!!!Vernetzer EL M 4642 B
4196;ALT!!!Stahl K 100, 10 x 180 ground flats
4197;ALT!!!Vernetzer CATA 60R (100g)
4198;ALT!!!Stahl K 100, 20 x 180 ground flats
4199;Alabaster Formengips
4200;ALT!!!Stahl K 100, 30 x 200 ground flats
4201;ALT!!!Stahl K 100, 35 x 150 ground flats
4202;ALT!!!Stahl K 100, 8 x 200 ground flats
4203;ALT!!!Stahl K 105, Dm 40,0 schwarz
4204;ALT!!!Sedipur AL 430, Flockungsmittel
4205;Stahl K 105, Dm 50,0 mm schwarz
4206;Poliermittel AT 20 S
4207;ALT!!!Stahl K 105, Dm 60,0 mm schwarz
4208;Ultrax 102S
4209;AGIP Arnica 46
4210;AGIP Blasia 150
4211;AGIP Blasia 100
4212;AGIP Blasia 460
4213;Silbertauchbad, 1000ml, Art.EBADJUHWS1
4214;ALT!!Maiskolbenschrot,GM 20, Art.1937020
4215;AGIP Grease MU/EP 2
4216;ZEPF Getriebeöl GR-15
4217;SHELL Omala 220
4218;SYNTHEX-Hochleistungsfett AR 1-EP
4219;AGIP Radula 320
4220;ALT!!!Stahl K 105 D66,0  IBOECOMAX
4221;AGIP Smilax 300
4222;BP Energol HLP 100
4223;Stahl K105  D70,0  IBOECOMAX
4224;ESSO Millcot K 68
4225;ESSO Nuto H46
4226;ALT!!!ESSO Spartan EP 100
4227;ALT!!!MOBIL Mobilgear 629
4228;Schmiermittel, Fette
4229;ALT!!!SHELL Vitrea 100
4230;SHELL Madrela AP 100
4231;Stahl K 105, Dm 76,0 mm IBOECOMAX
4232;SHELL Morlina Oil 5
4233;Stahl  K105  D81,0  IBOECOMAX
4235;Stahl K 105, Dm 91,0 mm IBOECOMAX
4236;SHELL Tellus Oil C10
4237;SHELL Tellus Oil C220
4238;Stahl  K105 D111,5  IBOECOMAX
4239;SHELL Tellus Oil S22
4240;ALT!!!Stahl K 105 D121,5  IBOECOMAX
4241;SHELL Tellus Oil S3 M 32
4242;SHELL Tellus S3 M46/TR (Tellus Oil S46)
4243;Stahl K 105, Dm 140,0 mm schwarz
4244;ALT!!!SHELL Tellus Oil S68
4245;Stahl  K105 D151,5  IBOECOMAX
4248;SHELL Tonna Oil TX68
4249;ALT!!!Stahl K 110, 40 x 45 schwarz
4250;SHELL Turbo Oil T68
4251;ALT!!!Stahl K 110, 20 x 130 schwarz
4252;Pappdistanzringe
4253;Polyäthylenflocken
4254;Stahl  K110 D111,5  IBOECOMAX
4255;Kunststoffgranulat
4256;Stahl  K110  D71,0  IBO-ECOMAX
4258;Stahl K 110, 50 x 55  schwarz
4262;ALT!!!Stahl K 110, D 40,8 IBOECOMAX
4265;Stahl  K110  D76,0  IBOECOMAX
4267;ALT!!!Stahl K 110, D 91,0 IBOECOMAX
4268;Schrumpf-Flachfolie 180x0,08mm
4269;Schrumpf-Flachfolie 200x0,08mm
4270;ALT!!!Stahl K 110, 20,4 x 125,4
4271;Schrumpf-Flachfolie 220x0,08mm
4272;Alu-Plomben
4273;ALT!!!MTT Kartons
4274;ALT!!!Stahl K 190, Dm 40,8 mm
4275;Nähgarn  rot/weiss
4276;Nähgarn weiß
4277;Stahl  K110  40 x 50 mm
4278;ALT!!!Stahl K 190, D 40,8 mm
4279;Plombendraht
4280;"ALT!!!Reduktion 241 1""x 3/4"""
4281;Poliermittel AL 10
4282;ALT!!!Stahl K200 D51,8 ESU IBOECOMAX
4283;ALT!!!Stahl K 200 D40,8 VBLO IBOECOMAX
4284;ALT!!!Stahl K200 D51,8 VBLO IBOECOMAX
4285;ALT!!!Stahl K 340, Durchm. 40,8 mm
4288;Leinensack f. MTT NP (280 x 400 mm)
4291;ALT!!!Distanzringe
4292;Keramikkugeln, groß
4293;Keramikkugeln, klein
4294;Plastikkegel
4295;Polierpaste A9
4296;Polierpaste flüssig, B46
4297;Polierpaste hart, BS Rouge
4298;Tuchringe z. Polieren /FM230
4299;Tuchringe z. Polieren /N1600
4300;Tuchringe z. Polieren /L-Ringe M01
4301;Polierringe D27 mm 16 Stofflagen
4302;Polierscheiben weiß gebleicht 300x35mm
4303;Stahlkugeln, W.Nr. 1.4301, 5,00mm
4304;Stahlkugeln, gemischt
4305;Poliertuch Molleton einseitig
4306;Poliertuch Molleton sehr weich
4307;Cyklopol Poliermittel
4308;Aufheller /Milch für Automat
4310;Stahl K 450, Dm 53,0 mm
4311;Stahl K 455  D60,8  IBOECOMAX
4312;Stahl  K 455  D66,0  IBOECOMAX
4313;Stahl  K 455  D71,0  IBOECOMAX
4314;Stahl K 455, Dm 76,0 mm IBOECOMAX
4315;Stahl  K 455  D81,0  IBOECOMAX
4316;Stahl  K 455  D86,0  IBOECOMAX
4317;Stahl K 455, Dm 101,5 mm IBOECOMAX
4319;ALT!!!Stahl K 455, Dm 170,0 geschmiedet
4320;ALT!!!Stahl K 455, D40,8 ESU IBOECOMAX
4321;Stahl  K455-VMR D33,8 VLBO-Güte
4322;ALT!!!Stahl K 460, 10 x 100 ground flats
4323;Stahl K 460, 100 x 2 mm Ground Flats
4324;ALT!!!Stahl K 460, 8 x 120 ground flats
4325;ALT!!!Stahl K 460, 6 x 160 ground flats
4326;ALT!!!Stahl K 460, 10 x 200 ground flats
4327;Stahl  K460  4x200  ground flats
4328;ALT!!!Stahl K 460, 6 x 200 ground flats
4329;ALT!!!Stahl K 460, 4 x 50 ground flats
4330;ALT!!!Stahl K 460, 8 x 40 ground flats
4331;Stahl K 460, 8 x 60 mm ground flats
4332;ALT!!!Stahl K 460, 5 x 80 Ground Flats
4333;ALT!!!Stahl K 460, 8 x 80 ground flats
4334;ALT!!!Stahl K 605, Dm 110,0 schwarz
4335;Stahl  K605  D100,0  schwarz
4338;Rohling , Gr.1/156 Dm=33,8 K 455
4340;ALT!!!Stahl K 605, D 100 mm
4341;ALT!!!Stahl K 605, Dm 35,0 schwarz
4342;Stahl  K605  D40,0  schwarz
4343;Stahl  K605  D45,0  schwarz
4344;Stahl  K605  D80,0  schwarz
4345;Stahl  K605  D90,0  schwarz
4346;Stahl  K605  D55,0  schwarz
4347;Stahl  K605  D71,0 IBOECOMAX schwarz
4348;Bariumcarbonat zur Analyse
4349;Stahl  K605  D120,0  schwarz
4350;Stahl  K605  D150,0  schwarz
4351;Chromsalz Heef 25  Ansatzsalz
4352;ALT!!!Stahl K 605, D170,0  schwarz
4354;Stahl  K605  D135,0  schwarz
4355;Verstärker-Katalysator Heef 25C
4356;ALT!!!Stahl K 605, 70 x 80  schwarz
4358;ALT!!!Stahl K 720, D 65 mm
4359;ALT!!!Entfettungs Radikal-Salz
4360;Rücklauf CuNi25
4361;Schwefelsäure, chem. rein 96%
4362;Reinigungssalz für Bleianoden
4363;ALT!!!Brentcleen BF 232
4364;ALT!!!Stahl K 720, Durchm. 70 mm
4365;ALT!!!Stahl K 720, Dm 182,0 mm
4366;Isopropylalkohol
4367;Netzmittel 22401
4368;ALT!!!Stahl K 720, Durchm. 200 mm
4369;Ultraschallentfettung IWG
4370;ALT!!!Stahl K 720, Dm 100,0 schwarz
4371;Wasserstoffperoxyd 35%
4372;ALT!!!Stahl K 720, 30 x 120 mm
4373;Stahl K 720, 40 x 50 mm schwarz
4374;ALT!!!Stahl K 720, 40 x 60 schwarz
4375;Glänzer ARF
4376;Stahl K 720, 30 x 50 mm schwarz
4377;ALT!!!Stahl K 720, Dm 50,0 schwarz
4378;Branson Ultraschallreiniger
4379;Stahl K 720, 50 x 60  schwarz
4380;ALT!!!Compound PA 101 - 7
4381;Stahl  K720  50 x 70  schwarz
4382;Stahl  K720  D85,0  schwarz
4383;ALT!!!Stahl K 720, 50 x 90 schwarz
4384;ALT!!!Stahl K 990, 8 x 8 schwarz
4385;Acrylkugeln 0,6mm  Diakon
4386;ALT!!!Stahl K 990, 11 x 11 mm
4387;Minipol OPS
4389;Flocker PAC
4390;ALT!!!Stahl K 990, Durchm. 35 mm
4391;Natronlauge 30%
4392;ALT!!!Stahl K 990, Dm 45,0 schwarz
4393;ALT!!!Stahl K 990, Dm 75,0 schwarz
4394;ALT!!!Stahl K 990, Dm 95,0 schwarz
4395;ALT!!!Stahl ST 37, 20 x 140 mm blank
4397;ALT!!!Stahl ST 37, 30 x 250 blank
4398;Stahl  V320  D110,0  schwarz
4399;Stahl  V320  D60,0  schwarz
4400;Stahl  V320  D70,0  schwarz
4401;ALT!!!Stahl V 320, Dm 85,0  schwarz
4402;Stahl  V320  D90,0  schwarz
4403;Stahl  V320  D100,0  schwarz
4404;Stahl  V320  D105,0  schwarz
4405;Stahl  V320  D130,0  schwarz
4406;Stahl  V320  D150,0  schwarz
4407;ALT!!!Stahl V 320, Dm 200,0 schwarz
4409;Griffsockelteile
4410;Griffteile
4411;Verschlußplomben für MTT Verp.
4412;ALT!!!Stahl VCN 150, Dm 55,0 schwarz
4413;Ablagekorb schwarz
4415;ALT!!!Stahl W 500, D192,0 IBOECOMAX
4416;ALT!!!Addingrollen 70/70
4417;Aktenumschlag mit Flügel
4418;Stahl  Z908  D70,0  geschält
4419;ALT!!!Archiv Box
4420;Stahl  Z908  D80,0  geschält
4421;ALT!!!Stahl Z 908, Dm 100,0 geschält
4422;ALT!! Bestellscheinbücher
4424;ALT!!!Alpa Fluid - Entfettungsmittel
4425;ALT!!!Araldit Härter HY 2404 MP
4426;ALT!!!Araldit SW 404 (Härter), 50 g
4428;ALT!!!Biresin G 33 Härter 12 x 0,1 kg
4429;ALT!!!Bleistifte
4430;ALT!!!Briefpapier
4431;ALT!!!Computerkabel 36M-36m/3m
4433;ALT!!!Datenstecker AMP
4434;Dosenspitzer
4435;ALT!!!Druckerpapier
4436;ALT!! Durchschreibebücher, A5, OMEGA
4437;ALT!! Dymo Bänder
4438;ALT!! EDV-Mappen
4439;ALT!! Endlospapier für Drucker /Portier
4440;ALT!! Kuvert, englisch mit Fenster C5/6
4441;Stahl K 460, 3 x 80 mm ground flats
4442;ALT!!!Stahl K 460, 5 x 15 ground flats
4443;ALT!! Faserschreiber
4444;ALT!!!Fäustlinge
4445;ALT!!!Kuvert C5 ohne Fenster, LOGO links
4446;ALT!!!Geschäftsberichte
4447;ALT!!!Hängemappen
4449;Heftklammernentferner
4450;Heftmaschine SAX 249 für 24/6 Klammern
4451;ALT!!! Toner Xerox 5047+DCS 35 6R90098
4452;ALT!! Korrerekturb. elektr.Schreibmasch.
4453;Kraftlocher SAX für 65 Blatt
4454;ALT!!!Kugelschreiber-Mine
4455;ALT!!!Kugelschreiber mit Radierg.(29031)
4456;ALT!!!Kuvert A5, ohne Fenster
4457;ALT!! Lieferbücher L31/L32
4458;Lineal 30cm
4459;ALT!!!Locher /klein
4460;ALT!! Bleistiftminen 0,5 HP
4461;ALT!!!Papierkörbe
4462;ALT!!!Polsterkuverts
4463;ALT!! Radiergummi Tinte
4464;Register A-Z, A4, PVC
4465;ALT!! Reißnägel
4466;Heftstreifen gelb
4467;Schreibblock A5, kariert
4468;Schreibblock A4, kariert
4469;Schreibblock A6, kariert
4470;Heft A4, kariert
4471;Textmarker Blau
4472;Stempelfarbe schwarz
4473;Stempelkissen blau
4474;ALT!!! Taschenkuverts A4
4475;ALT!!!Telefaxblätter
4476;Permanentmarker Edding 300, grün
4477;ALT!!!Tipp ex  Fluid
4478;Klebeband transparent 15 mm / 10 lfm
4479;Ajax Kanister Allzweckreiniger
4480;Trennblätter, sortiert BENE 973 00
4481;Alleskleber Uhu extra 46015 Tube 31g
4482;ALT!!!Videokassetten
4483;ALT!!! Visitkarteneinlagen
4488;Bankcontainerkarte
4489;RH-Besen, 40cm (Stiel montiert)
4490;ALT!!!Besenstangen mit Gewinde
4491;ALT!!!Flüssig-Seife
4492;ALT!!Küchenreiniger Blizzo Art.328/5 L
4493;ALT!!!Glanztrockner  Sumabrit
4494;Handcreme Lindesa
4495;Handfeger Gr.6 RH
4496;Müllsäcke, 120 l, grün,
4497;Müllsäcke, 120 l auf Rolle
4498;ALT!! Papierkorb /geteilter Biokorb
4499;Putzlappen, färbig ALT !!!!
4500;ALT!!Putzpapier, Rolle ca.30 cm breit
4501;ALT!!!Reibtücher, 60 x 80 cm, Art.Nr.648
4502;ALT!!!Seife Citronell
4503;ALT!!!Seifenspender
4504;ALT!!!Staubtücher
4505;ALT!!!Hartfaserplatte 4mm
4506;WC-Bürstengarnitur
4507;ALT!!!Wischmop
4508;ALT!!!Trennscheiben klein
4509;ALT!!!Trennscheiben, groß/DSA 556
4510;ALT!!!Fäustlinge, Frottee
4511;Gummihandschuhe Semperstar, gelb, Gr.8
4512;ALT!!!Handschuhe N-Dex small
4513;Kaffee JACOBS Monarch vakuumverpackt
4514;ALT!!!Ohrenstöpsel
4516;ALT!!!PVC Fünffingerhandschuhe
4518;ALT!!!Sicherheitsschuhe Art.8546/9
4519;ALT!!!Schürzen PVC
4520;ALT!!!Staubbrillen
4521;Verteilerblock 2-fach, 05196233/6.2700
4522;ALT!!Verteilerblock 3-fach G1/2 m.Kuppl.
4524;ALT!!!Wartungseinheit 1/4
4525;ALT!!!Wartungseinheit 1/8
4527;"Eckventile 1/2"""
4529;"Knie 1/2"" II verzinkt, Art.9302775"
4530;"Knie 3/4"""
4532;"Kugelauslaufhahn 1"""
4533;Kugelhahn 1, Art. 9002660
4534;"Kugelhahn 1/2"", Art. 9002658"
4535;"ALT!!!Kugelhahn 3/4"""
4536;"ALT!!!Kugelhahn 3/8"""
4537;ALT!!!Spülkästen
4538;"Durchlaufventil 1/2"""
4539;ALT!!!Brauseschlauch
4540;"ALT!!!Entlüftungstöpfe 3/8"""
4541;ALT!!!Hanf
4542;ALT!!!Wellpappe C100
4543;ALT!!!Heizkörperventile  VL
4544;"Knie 5/4"", Art. 9302778"
4545;"Knie I 1"", verzinkt, Art.9302788"
4546;ALT!!!Lerchenholz
4547;ALT!!!Locher Paste/Entlöter
4548;ALT!!!Lötpaste
4549;ALT!!!Lötzinn
4552;ALT!!!Mehrfachverteiler 1/4-8
4563;Milleniumsmed./Bundeshymne  Ag999
4564;"ALT!!!Muffen 5/40"""
4565;"Randmuffen 1"", verzinkt, Art.9303160"
4566;"Randmuffen 3/4"", Art.9303159"
4567;"Randmuffen 3/8"""
4568;"Reduktion Muffen 3/4""x1/2"", verzinkt,"
4569;"Reduktion Nippel 1/2"" x 3/8"",Art.9303110"
4579;"T-Stück 1"" verzinkt, Art.9302854"
4580;"ALT!!!T-Stück 1"" x 1/2"" x 1"""
4581;"ALT!!!T-Stück 1"" x 3/4"" x 1"""
4582;"T-Stück 1,1/4"""
4583;"T-Stück 1/2"", verzinkt"
4584;"T-Stück 3/4"" verzinkt, Art. 9302853"
4585;"ALT!!!T-Stück 3/4"" x 1/2"" x 3/4"""
4588;ALT!!!Ahornladen
4589;ALT!!!Buchenladen
4590;ALT!!!Eichenladen
4591;ALT!!!Novopanplatten 16mm
4592;ALT!!!Novopanplatten 8mm
4599;Prägering 100 €  AU PP gek D29,75 PS/S
4601;ALT!!!Stahl K 455, D51,8 ESU IBOECOMAX
4602;ALT!!!Stahl K 200, Ringe 365x265x35
4603;ALT!!!Stahl M201 Ringe geschm.390x310x40
4604;ALT!!!Stahl K720 70x  Ground Flats
4605;Zucker
4606;Tee/Zitr. Wander
4607;Kakao
4608;Stahl  K460  80x2 mm ground flats
4609;Kaffee für Automat
4610;ALT!!Druckerpapier 375mm(endlos)A3,zebra
4611;ALT!!!Stahl K 190, D91,0 ISOMATRIX
4612;ALT!! Lochrandetiketten HERMA Nr.8222
4613;Stahl  K110  D40,8  IBOECOMAX
4614;Büroklammern 50 mm
4615;ALT!!!Stahl M 238, Dm 252,5
4616;ALT!!! Uhustick klein
4617;ALT!!!Stahl K 605, Dm 200,0 schwarz
